title,id,topics,civic_issues,publisher,excerpt,dataset_category,num_resources,formats,refresh_rate,last_refreshed
Ward Profiles (25-Ward Model),6678e1a6-d25f-4dff-b2b7-aa8f042bc2eb,City government,NA,City Planning,"These Profiles provide demographic, social and economic information for each Ward in the City of Toronto.",Document,3,XLSX,As available,2024-01-03
